rating,comment,time,votes
1,什么玩意,2019/2/24 21:24,3
1,叙事不清晰,2016/8/26 16:52,3
2,不是游戏党，不知所以然,2017/7/9 19:06,3
2,前半部分都在看脸，后半部分一直在狂笑。充满了难以言喻的笑点，明明是该很酷炫的，但始终无法入戏。富有年代感的CG。,2019/7/3 12:47,3
2,现在看真有点犯尴尬症，以前用来耍酷的洗剪吹显得很土，人物故做忧伤。这世界和中年人无关，靠一帮少年来拯救。,2019/6/21 16:28,3
2,关于这部片我只做错了一件事：没有在05年看… 如果看了，我会把它吹上天，并且玩一遍最终幻想； 可是我没有，现在我只觉得他一无是处，就算是有游戏在前也是矫情到死不说人话 除了火出圈的3D界耶路撒冷Tifa女神！ 还有几场动作戏相当不错，尤其是考虑到05年的3D动画电影都是tm什么鬼东西 但主要还是Tifa女神！Tifa！Tifa！Tifa！ 【5.0】,2022/5/8 0:46,0
1,很后悔当初觉得很惊艳时没多看几遍，现在重看，除了CG，剧情真是非常的差,2021/1/4 21:04,2
2,废镜头太多,2020/6/11 12:36,1
2,一颗给云片，一颗给老萨,2020/8/26 18:20,1
1,我说这CG动画怎么看上去这么眼熟，那种千篇一律的缺乏动态感的表现形式，再看看导演明白了,2016/7/12 18:25,3
2,不了解世界观，感觉神神叨叨的，日本人很喜欢给人物起一堆西方名字。另外日本人貌似对痛苦绝望之类的特别感兴趣，似乎每一个反派都说过：你知道什么叫绝望吗？让你感受一下我的痛苦吧。。。。。,2018/5/14 20:52,3
2,关注此游戏缘于王菲那首《eyes on me》，MV尤其漂亮，买来四碟还是五碟装的幻8，装到电脑运行后，出来几个蒜瓣那么高的小人挥着刀，那一刻内心是崩溃的，之前玩的生化2甩它N条街，幻灭后立即卸载，此后再也没碰过，这可能也是最终幻想名字的由来，为了那段坑爹的历史，两星奉上。,2016/5/22 16:46,3
2,飘柔宣传片，台词做作，剧情俗套，潮男发型，片尾螺旋报幕nice,2022/4/23 21:10,0
1,作为娘炮发源地的日本，本片的革新就是将男主角的娘炮形象引入了3D动画行业。在技术方面，当时确实很厉害。但是故事方面就算了，打斗也混乱不堪，想看动作打斗，看了个寂寞，想看剧情剧本又这么差，难怪当年票房惨淡。以及，日本的动漫里，一般女性角色几乎分不出区别。然而在这部动画却不同，基本上大多数男性角色的脸部模型都一个样的，当时看这部动画时年龄还小，这个问题还一直困扰我，为什么那些男的角色都是一样的，哈哈哈,2023/1/10 16:26,0
2,想法是有的（又是意识流又是各种叙事技巧还有一些“经过设计的分镜”）但是效果真的糟糕 画面很炫，炫得找不到重点，燃不起来了，属于最终幻想电影的通病，怪不得每部都亏钱 萨菲罗斯登场了才开始好看，跟换了一部电影一样,2023/7/8 22:08,0
2,纯技术向电影。剧情拖沓主角磨叽到不能忍受，一句话可概括，说是正片体量顶多是个宣传片。,2019/10/12 1:36,1
2,苍白纤细的人物长相 各种杀马特发型 古早风格实在欣赏不来 cg特效在05年确实优秀了 还有那么多打斗场面真的不好拍 但那些动作在现在看来真的过时了 有段接力把男主往上抛的动作戏在如今看来真的是傻叉搞笑 两星给当年特效 但这种给游戏粉丝定制的电影让普通人看来就是无意义的打打杀杀 只感觉到特别无聊的剧情和人物 实在给不了高分,2020/12/2 16:43,1
2,据说是Tifa诞生35周年的日子。 第一次来会会传说中的Tifa，确实美。 这些角色有个好处，只要有人记得，有人一创二创，他就永远地活着。 或许我老的时候，还可以再看看新银河歌姬的诞生。 这就是虚拟角色的生命力。 二十年前的此电影，确实也技术实力雄厚。 但也仅此而已。 看了个寂寞。 可能是纯粉丝向的产品吧。,2022/5/4 1:43,0
1,游戏应该是有意思的。但是做成电影就真是无聊透顶，故弄玄虚，毫无逻辑，真是浪费时间。,2024/7/22 2:21,0
2,还没有玩过这款游戏，就看这部电影，剧情就有点对不上号了，加上这部电影看起来就是游戏动画的样子，感觉有点另类，或者说有点新瓶装旧酒的嫌疑。,2019/9/28 13:09,0
2,这游戏画风，实在是看不下去,2018/12/22 15:28,0
2,彩发、彩瞳看得人眼晕，对一水的男团爱豆造型不感冒。长发BOSS是片中唯一帅。动作炫酷，过于跳，眼晕。,2022/5/9 2:58,0
2,@2009-06-29 01:40:03,2009/6/29 1:40,0
2,还是游戏好，这剧本太中二了,2023/12/7 17:26,0
2,烂得搞笑的程度，作为电影没有起承转合，但是如果单作为游戏cg还可以。萨菲罗斯你戏份太少了，我永远不死的前夫哥，我会一直，一直思念你,2024/6/19 17:08,1
1,日本,2009/3/2 13:10,5
2,活不错，就是有点烂。,2021/1/3 15:46,0
2,真的是一部十分中二的片子。蒂法女神很美。,2022/1/28 16:13,0
2,没玩过游戏看不懂,2024/12/19 14:50,0
2,现在看的，对不起，不玩游戏真的看不懂也看不进去……也没有看过前面几集～,2024/7/17 23:24,0
1,啊？？？？？,2022/1/19 0:14,0
1,什么tony大战……好痛苦，各方面都好差……受不了了……恨不得把剪刀抢过来狠狠砸了…… 谁教的你们搞笑役=弱智……爱丽丝死了还在输出治疗……摸不着头脑…… 洛圣都的市民都没你们倒霉……,2023/3/9 15:15,0
2,很神奇，还是第一次对于日本动画无感啊,2023/6/24 15:07,0
1,畫面精美，沒有劇情。不能相信「沒玩過遊戲的也覺得好看」的理由。,2019/9/13 21:35,1
2,什么狗屎运镜,2024/1/5 20:35,0
2,苍天呐！讲得什么玩意？完全没玩过游戏也不知道剧情的人根本看不下去也看不懂啊！好久没看过这么莫名其妙的动画片了。人物真的帅，也就仅此而已了,2025/1/20 1:57,0
1,补完，从头打到尾，人物反复客串,2021/12/25 23:10,0
1,导演要搞清楚这是一部电影，需要剧情的，不是靠着几段中二的CG打斗就能糊弄过去的。莫名其妙浪费时间的电影。,2024/2/11 19:54,0
2,萨菲罗斯好帅！画面太精美了！建模很好！剧情什么鬼！！,2021/3/5 23:50,0
2,我的评价是不如去好好做游戏了啦……,2023/6/18 17:43,0
1,看不懂,2021/4/14 0:46,1
2,上周通关ff7r，又花了好几天的时间疯狂恶补ff7的整个故事。我就是处在这样着迷于ff7故事的状态加成下看的圣子降临，但是这部电影依然给了我忍无可忍的糟糕观感。就像绝大多数其它日本电影一样，逼格大于一切。人物都神神道道的，剪辑都要提前一刀，故弄玄虚到最后还是不和逻辑的鸡汤自嗨。没完没了的慢镜头，更恶心的是，交锋时的关键碰撞都用晃瞎眼的光晕糊弄过去了。不得不说，ff粉的钱是很好赚啊。,2022/11/1 13:43,1
1,在b站评论这部电影“放到现在看，觉得做个真烂，打斗和追车的动作设计和运镜都太过拖沓了”然后就被举报删评论扣节操值，连续多日受到辱骂攻击，现在还没停呢，真可怕,2020/7/8 10:53,1
2,靠克劳德和萨菲罗斯的脸和配音看完的，黄毛、耳钉、摩托、护目镜很帅，打戏也挺流畅，那个年代的CG就这么出色了，少数台词挺喜欢，记忆是经过美化的，没有什么东西是不值得珍视的，拖拉得太久会让武器也变轻，但作为圈外人剧情没什么触动……,2024/3/17 16:55,0
2,十二年后重看，感觉拍得就不是让非游戏玩家看的，情节稀碎，完全无法理解-2022年1月24日,2010/2/22 20:23,0
2,听说本来只是做个片段做为游戏宣传，结果玩家要求做成电影故而有了这一部，那我觉得最初的决定确实是正确的。,2022/7/29 19:34,0
2,剧情跟设定一样随便。红毛和光头居然是谐星。,2022/2/3 21:53,0
2,画面真美…………,2023/9/6 16:56,0
2,很成功的一部电影，让人产生向往里面的世界，梦一样就够了,2022/5/23 3:52,0
2,游戏改编电影 非主流少年拯救皮肤病儿童,2021/10/20 6:24,1
2,剑不错，对不玩游戏的我来说，没有什么剧情。,2022/1/31 11:31,0
1,2021年 弱智 屎一样,2021/9/4 5:01,1
2,反派也太杀马特了吧,2020/7/27 8:31,0
1,不知所云，看了瞌睡,2021/1/26 12:18,1
1,哦，两倍速看都顶不住，我要关掉的冲动，真的很无聊。,2020/8/30 0:25,1
1,媚宅,2022/5/11 15:00,0
2,纯玩家向作品，以电影的标准看待有点糟糕，用好人坏人就能简单囊括的二元对立世界，全员工具人的人物塑造，也就主角给了个身体受伤且好友去世因此陷入自我怀疑的人设，结果用了两个好友闪回的画面就轻描淡写的转变了，另外日本人不擅长这种宏大叙事，动辄就能改变世界的战斗给人的感觉像是高中生打群架，看着忍不住发笑，从剧作方面来看第一幕的人物建置和第三幕的动作戏也显得冗长,2023/6/15 16:12,1
2,阴湿，太阴湿了,2024/3/23 20:32,0
2,没有个前因后果的话很难代入,2022/5/14 18:55,0
2,现在在看之前的动画作品确实一般，但是当年看的话绝对惊艳。,2025/1/23 15:35,0
2,无聊的打斗戏太多很烦人，靠对角色的爱支持看完。,2022/1/13 2:07,0
2,什么鬼,2021/2/14 11:11,0
2,粉丝向作品，本质还是老套的男主打反派拯救世界，因为萨菲罗斯人气太高所以再拉出来溜一圈。日厂的女性游戏角色塑造也从来没让人失望，一如既往的烂啊。,2024/3/23 22:59,0
2,单纯从剪辑叙事手法的角度来说真的很差劲啊,2022/1/14 0:32,0
2,几年后才看到依旧冲击的CG电影,2021/11/24 10:31,0
1,看b站一个人把这电影说的那么伟大都快说出哭腔了，真让人恶心,2023/12/28 8:45,0
2,没看完，不是我喜欢的类型。,2024/1/26 15:33,0
2,非主流葬爱家族动作片,2020/6/15 16:07,0
1,什么垃圾玩意儿8.2分？？？通篇中二话术，毫无逻辑叙事，劈头盖脸的日系矫情，给老子看吐了，感觉脑子进了脏东西,2023/8/8 10:01,0
1,垃圾小日本,2021/4/4 0:31,2
2,没什么故事可言，主要看看小云,2018/6/17 0:54,0
2,纯粉丝向的东西吧，节奏乱的一塌糊涂，人物众多而不知所云，故事情节支离破碎，导演显然不知电影何为,2019/5/23 11:50,0
2,剧情真是看得人直犯困，非常的无聊没有太多亮点。 可能还是要回到那个年代看才有意思吧 特效捏脸什么的在当时应该是顶级了,2024/6/13 3:30,0
2,……太漫长了，红毛帅哥还有漂亮小男孩也救不了我。即使旁边有人解说，没玩过游戏的也不建议看。,2022/11/15 7:52,0
2,太吓人了,2023/8/13 8:09,0
1,看不懂,2020/7/14 21:01,1
2,无聊,2021/4/13 18:10,0
2,读幼儿园的时候看过一次，今天想入《最终幻想》的坑了，于是熬夜重补一遍，发现是真的不值得浪费两个小时。 这部是纯纯的粉丝向电影。没玩过游戏的我一脸懵逼地点进，看完后一脸懵逼地退出，全程毫无波澜，甚至想睡觉。全篇最好的人物塑造就是扎克斯和爱丽丝，别的角色多多少少都有点拉跨。作画和剧情方面则只能说制作人员已经努力了，实际效果不差，但是就事论事，各种槽点真是太多了，打戏看得我出戏。 还有就是剧情方面，我个人原本就不吃“保护环境人人有责”的大众情怀这一套。然后最终幻想系列一贯的“打架不死人”设定也让我难受。神罗战士抗打又会玩，飞来飞去的视觉效果的确很好，但是——这一点不是对电影的评价——游戏里这么玩，代入感直接减去四分之三。,2022/3/11 0:15,0
2,看了半小时弃了，感觉不好看,2023/10/18 20:56,0
1,剪辑混乱，到处是插叙倒叙，场景来回切换，看的生气。,2021/1/27 15:03,1
2,前面好乱，整体毫无逻辑，纯情怀向。,2020/2/15 15:17,0
1,我很厌恶这个，不知道为什么,2020/9/11 7:24,1
2,不好看，get不到,2024/2/20 16:04,0
2,太可怕了，真的太可怕了，我就问这玩意有剧情吗，这个剧情有什么锚点吗……感觉叙事完全是一团散沙，有这两个小时我为什么不去玩7re呢游戏的叙事都比它完整,2024/2/19 20:27,0
2,粉丝向太重了，日本做的人物确实好看，但也就到好看为止了。看得我头昏脑涨，不能说是浪费了俩小时吧，只能说浪费了128分钟……,2022/4/2 21:53,1
1,全程不是嗯，就是啊，嗯嗯啊啊,2021/9/2 22:49,1
1,和屎一样的剧情，除了制作可以。其他都是屎,2022/12/12 22:50,0
1,hold the salt，恶俗啊,2024/12/7 16:51,0
2,很早之前就看过，最近重温之后发现确实真的很棒，05年的剧画质一点也不出现在,2024/2/4 9:03,0
2,补,2023/12/20 17:39,0
2,玩过了原作之后 你会感到。。。你除了CG你还有啥啊...,2009/11/15 18:52,0
